Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
118,22,86,66,71,8,1
119,24,37,38,47,3,0
120,22,97,72,77,8,1
121,18,83,97,71,2,1
122,18,81,81,59,7,1
123,24,89,35,55,1,1
124,18,98,37,75,5,1
125,18,99,96,76,6,1
126,21,49,98,76,3,1
127,24,66,51,36,1,1
128,20,52,96,42,4,1
129,20,77,69,95,4,1
130,18,69,47,48,2,1
131,20,92,69,55,8,1
132,20,67,77,58,4,1
133,18,48,36,84,8,1
134,20,68,90,79,5,1
135,22,95,85,98,3,1
136,19,38,88,98,2,1
137,24,93,50,60,3,1
138,19,63,52,66,3,1
139,18,40,41,91,7,1
140,21,83,79,87,1,1
141,24,74,70,67,4,1
142,18,99,75,86,6,1
143,21,61,76,52,3,1
144,19,40,41,69,8,1
145,18,47,49,46,5,0
146,24,98,94,85,7,1
147,24,96,74,44,8,1
148,23,53,71,86,5,1
149,22,77,100,68,8,1
150,20,54,89,73,6,1
151,21,78,90,42,4,1
152,23,57,78,63,4,1
153,20,36,91,56,2,1
154,20,56,40,95,2,1
155,18,91,66,77,8,1
156,20,41,52,83,2,1
157,22,90,41,63,4,1
158,24,50,42,65,3,1
159,23,85,98,87,8,1
160,20,46,41,68,1,1
161,18,87,75,72,6,1
162,22,39,74,91,7,1
163,19,61,37,38,6,0
164,24,46,51,36,6,0
165,24,51,100,46,2,1
166,23,40,86,69,1,1
167,24,39,56,55,5,1
168,20,91,38,95,4,1
169,18,62,40,69,5,1
170,24,93,72,82,2,1
171,24,67,60,49,3,1
172,19,96,45,49,7,1
173,19,84,51,40,7,1
174,21,53,65,56,2,1
175,22,100,69,66,1,1
176,20,81,50,56,7,1
177,24,73,52,61,2,1
178,24,67,96,49,6,1
179,18,47,61,78,3,1
180,21,88,69,43,3,1
181,22,41,79,68,4,1
182,21,48,69,49,4,1
183,23,53,62,96,6,1
184,22,88,43,79,8,1
185,24,54,49,92,8,1
186,24,63,55,53,3,1
187,22,58,86,50,8,1
188,24,97,69,42,6,1
189,20,91,85,67,3,1
190,22,42,89,52,8,1
191,21,96,78,69,8,1
192,22,63,99,77,8,1
193,24,51,59,84,1,1
194,20,100,81,37,8,1
195,20,40,90,93,8,1
196,23,92,72,62,2,1
197,21,62,45,80,4,1
198,19,96,49,98,1,1
199,19,75,35,81,7,1
200,22,75,41,48,8,1
201,23,83,35,41,8,1
202,18,83,83,65,2,1
203,22,37,63,85,8,1
204,23,44,60,63,8,1
205,21,69,79,49,8,1
206,21,36,46,59,4,0
207,21,58,66,95,7,1
208,21,72,54,75,6,1
209,21,56,85,38,7,1
210,23,60,70,91,1,1
211,23,77,35,65,8,1
212,20,89,61,37,5,1
213,19,73,74,84,7,1
214,24,63,48,51,5,1
215,21,54,40,94,4,1
216,18,75,67,100,1,1
217,24,88,89,58,7,1
218,23,54,53,66,8,1
219,18,53,63,53,2,1
220,18,100,95,100,7,1
221,18,64,58,94,8,1
222,20,87,57,100,2,1
223,23,68,44,49,1,1
224,18,56,88,69,5,1
225,21,40,75,61,1,1
226,22,61,83,41,8,1
227,18,44,51,40,5,0
228,20,82,90,67,5,1
229,24,93,79,92,6,1
230,23,93,64,83,6,1
231,20,36,78,51,2,1
232,18,63,89,76,4,1
233,23,99,53,74,3,1
234,22,60,63,80,1,1
235,18,44,36,35,5,0
236,20,87,70,86,8,1
237,19,93,53,69,1,1
238,21,56,41,39,4,0
239,24,85,60,51,8,1
240,20,82,72,87,4,1
241,23,55,37,86,3,1
242,18,56,100,48,8,1
243,21,64,77,63,7,1
244,18,59,96,42,3,1
245,23,62,58,35,5,1
246,18,99,73,63,6,1
247,19,79,78,70,7,1
248,21,41,39,85,3,1
249,21,83,89,71,6,1
250,23,43,64,87,7,1
251,24,70,63,86,6,1
252,19,35,60,46,5,0
253,20,44,60,86,8,1
254,18,70,71,35,2,1
255,22,80,87,41,8,1
256,18,66,64,51,6,1
257,18,66,37,77,8,1
258,20,40,77,51,5,1
259,18,82,41,93,3,1
260,19,72,83,37,1,1
261,19,51,75,63,3,1
262,21,61,88,56,8,1
263,23,88,61,72,4,1
264,24,84,42,88,3,1
265,22,69,66,84,2,1
266,18,59,98,64,5,1
267,18,62,44,57,6,1
268,20,49,47,81,4,1
269,23,38,97,55,5,1
270,19,61,69,54,5,1
271,22,60,95,57,6,1
272,21,53,88,55,7,1
273,19,51,42,55,3,0
274,23,77,63,35,1,1
275,24,75,75,49,7,1
276,21,76,64,51,4,1
277,24,84,55,85,6,1
278,20,74,45,97,2,1
279,20,73,36,48,2,1
280,18,57,84,93,1,1
281,24,86,75,84,1,1
282,23,81,100,68,3,1
283,22,97,37,40,2,1
284,21,77,85,83,4,1
285,19,82,59,40,8,1
286,23,68,64,41,6,1
287,23,74,45,85,1,1
288,20,95,51,35,1,1
289,24,84,60,47,1,1
290,18,96,57,77,8,1
291,18,92,90,61,6,1
292,21,67,86,37,4,1
293,20,50,82,92,2,1
294,23,82,54,51,8,1
295,22,44,36,79,8,1
296,20,72,65,92,7,1
297,21,53,61,90,4,1
298,21,70,36,88,6,1
299,20,93,38,63,4,1
300,21,97,47,88,3,1
301,20,80,69,61,7,1
302,19,37,100,79,6,1
303,20,99,40,65,7,1
304,24,42,65,70,7,1
305,20,85,44,95,1,1
306,21,40,55,71,2,1
307,24,73,57,70,7,1
308,21,94,37,39,3,1
309,18,62,66,80,3,1
310,18,88,54,86,6,1
311,24,71,63,83,5,1
312,19,43,86,40,8,1
313,18,90,80,44,1,1
314,20,93,68,57,2,1
315,21,36,95,51,2,1
316,18,95,45,78,2,1
317,18,92,97,75,8,1
318,19,94,55,49,6,1
319,24,74,37,78,1,1
320,24,70,44,92,7,1
321,23,71,61,84,7,1
322,19,52,46,86,6,1
323,20,97,41,97,2,1
324,24,56,51,92,8,1
325,21,45,99,57,7,1
326,19,92,98,78,4,1
327,18,91,60,78,4,1
328,21,38,49,86,8,1
329,21,41,67,62,8,1
330,18,95,96,52,1,1
331,19,88,81,61,2,1
332,18,35,69,85,6,1
333,23,89,99,94,8,1
334,21,37,59,83,8,1
335,22,72,91,49,5,1
336,22,35,66,49,8,1
337,20,72,97,85,5,1
338,24,63,46,82,5,1
339,18,39,97,35,4,1
340,18,55,35,41,6,0
341,20,81,85,87,5,1
342,20,69,42,65,2,1
343,20,35,39,52,2,0
344,21,46,73,46,5,1
345,23,94,57,82,3,1
346,18,61,86,64,5,1
347,21,90,38,41,3,1
348,20,57,81,37,1,1
349,18,59,55,97,1,1
350,21,55,90,40,2,1
351,23,95,100,49,6,1
352,21,97,93,77,4,1
353,23,86,41,52,6,1
354,20,59,83,56,2,1
355,23,89,50,95,2,1
356,18,80,51,95,6,1
357,20,66,68,87,4,1
358,18,89,67,60,2,1
359,22,39,60,74,7,1
360,19,70,100,42,7,1
361,23,83,97,55,4,1
362,19,92,75,77,2,1
363,19,73,92,55,7,1
364,23,95,44,37,1,1
365,20,43,49,65,3,1
366,22,40,76,61,2,1
367,18,69,91,61,3,1
368,21,73,51,91,5,1
369,18,56,94,67,7,1
370,21,75,43,78,2,1
371,18,39,70,77,1,1
372,23,76,70,65,4,1
373,22,64,82,99,1,1
374,21,91,85,51,3,1
375,24,63,56,49,4,1
376,20,71,40,68,1,1
377,18,47,60,38,1,0
378,18,66,37,62,1,1
379,21,80,86,36,6,1
380,20,57,94,51,8,1
381,20,79,97,92,4,1
382,23,51,99,43,1,1
383,24,100,86,65,8,1
384,23,40,48,100,7,1
385,23,52,62,96,7,1
386,23,56,44,53,1,1
387,23,67,91,89,3,1
388,23,64,100,62,1,1
389,22,66,84,84,7,1
390,20,76,48,99,1,1
391,23,44,50,37,5,0
392,20,70,88,86,8,1
393,20,68,77,44,4,1
394,19,62,76,55,5,1
395,22,45,56,71,8,1
396,23,73,53,49,8,1
397,18,81,100,43,6,1
398,21,53,73,78,3,1
399,24,49,53,73,8,1
400,18,62,50,39,5,1
401,22,58,88,59,6,1
402,21,43,59,90,2,1
403,22,81,52,98,4,1
404,20,67,57,86,1,1
405,21,96,45,43,5,1
406,20,53,73,44,5,1
407,18,74,59,44,1,1
408,18,81,97,96,1,1
409,21,99,64,94,3,1
410,21,63,79,53,5,1
411,23,84,95,72,5,1
412,22,47,85,40,7,1
413,23,35,43,49,8,0
414,22,68,36,81,2,1
415,23,82,39,79,7,1
416,20,82,96,39,6,1
417,21,83,86,87,2,1
418,18,98,39,100,7,1
419,22,95,93,96,5,1
420,22,63,43,57,2,1
421,18,73,56,78,5,1
422,23,60,61,86,4,1
423,22,51,44,80,3,1
424,24,47,95,53,2,1
425,20,60,85,81,5,1
426,21,83,44,86,2,1
427,18,41,40,58,8,0
428,21,92,96,51,8,1
429,24,83,39,80,6,1
430,22,87,97,98,3,1
431,22,99,90,62,4,1
432,24,96,93,84,1,1
433,18,51,97,98,8,1
434,20,77,93,62,1,1
435,19,59,85,90,2,1
436,18,37,84,93,5,1
437,19,63,38,39,6,0
438,24,66,82,88,8,1
439,23,60,66,78,3,1
440,19,50,85,76,4,1
441,20,59,86,91,4,1
442,23,88,68,81,8,1
443,19,62,70,59,8,1
444,24,90,77,78,7,1
445,23,99,50,49,4,1
446,24,75,93,85,1,1
447,19,85,87,87,3,1
448,24,63,53,68,7,1
449,20,53,75,42,1,1
450,19,100,81,55,2,1
451,19,75,88,41,4,1
452,19,79,89,90,3,1
453,18,49,53,83,8,1
454,18,37,96,76,4,1
455,18,45,93,57,1,1
456,20,87,99,86,1,1
457,23,80,62,87,1,1
458,24,64,52,50,4,1
459,22,91,60,71,3,1
460,19,52,53,52,3,1
461,24,85,89,54,2,1
462,19,82,91,80,4,1
463,20,100,40,36,2,1
464,19,42,35,97,6,1
465,18,56,42,37,2,0
466,22,40,85,80,2,1
467,21,91,59,83,2,1
468,19,70,81,35,8,1
469,24,91,89,56,1,1
470,18,83,98,48,6,1
471,21,79,44,79,7,1
472,22,100,90,40,8,1
473,21,79,46,99,2,1
474,18,54,67,55,3,1
475,23,98,51,38,2,1
476,23,37,95,37,1,1
477,21,88,44,64,8,1
478,20,98,65,65,5,1
479,24,74,94,68,7,1
480,24,93,51,54,6,1
481,21,89,84,88,5,1
482,19,96,71,59,5,1
483,19,38,96,49,6,1
484,24,94,63,72,4,1
485,24,64,66,57,7,1
486,23,36,45,86,8,1
487,20,96,40,100,7,1
488,18,83,69,91,3,1
489,19,43,67,91,1,1
490,24,65,52,86,6,1
491,23,95,71,69,8,1
492,22,82,47,48,5,1
493,23,59,98,48,1,1
494,19,70,35,67,1,1
495,19,42,97,86,4,1
496,23,92,68,35,5,1
497,18,79,44,68,2,1
498,21,96,41,53,1,1
499,19,73,90,58,5,1
500,23,92,71,38,7,1
501,24,98,63,70,1,1
502,23,78,46,92,4,1
503,20,63,51,66,4,1
504,21,93,82,43,2,1
505,22,43,60,54,4,1
506,18,40,46,96,8,1
507,22,63,55,92,5,1
508,21,92,76,56,6,1
509,21,51,95,82,4,1
510,21,50,92,42,6,1
511,22,37,88,49,2,1
512,24,55,68,66,7,1
513,21,98,41,87,3,1
514,23,70,69,38,1,1
515,22,96,49,64,8,1
516,21,76,99,47,1,1
517,23,76,59,55,5,1
518,24,95,93,75,2,1
519,20,47,40,53,2,0
520,24,45,86,82,2,1
521,21,88,55,97,1,1
522,22,50,66,54,4,1
523,19,42,87,98,1,1
524,21,93,93,71,1,1
525,19,91,96,65,1,1
526,23,74,38,52,7,1
527,20,93,52,54,7,1
528,18,36,90,45,4,1
529,24,44,58,78,3,1
530,20,78,100,98,5,1
531,21,45,47,68,3,1
532,19,36,96,99,3,1
533,24,84,88,89,1,1
534,19,46,49,35,8,0
535,22,57,37,72,3,1
536,19,52,71,43,1,1
537,22,96,71,51,1,1
538,23,96,37,86,5,1
539,24,72,97,52,2,1
540,24,72,69,97,1,1
541,18,95,86,67,7,1
542,21,35,62,38,3,0
543,22,79,52,86,5,1
544,18,62,70,43,6,1
545,19,55,67,98,6,1
546,19,47,98,64,6,1
547,18,61,60,42,3,1
548,24,41,82,39,2,1
549,19,56,74,97,4,1
550,23,87,51,35,8,1
551,23,38,74,49,2,1
552,18,57,41,72,8,1
553,22,67,91,76,5,1
554,22,62,42,80,2,1
555,18,42,90,87,6,1
556,22,35,65,60,2,1
557,24,71,93,95,5,1
558,24,97,92,88,5,1
559,22,56,46,56,6,1
560,23,55,82,60,7,1
561,22,69,65,94,3,1
562,24,39,97,73,8,1
563,20,94,73,70,1,1
564,21,80,54,55,4,1
565,19,84,82,75,4,1
566,20,82,88,82,6,1
567,22,40,63,60,7,1
568,23,90,82,97,4,1
569,18,93,90,70,2,1
570,22,63,51,58,5,1
571,23,52,43,55,8,1
572,21,36,68,52,7,1
573,22,42,79,49,5,1
574,24,88,43,40,6,1
575,18,72,41,77,5,1
576,23,82,50,65,8,1
577,23,61,53,62,1,1
578,23,54,40,42,5,0
579,21,46,45,63,5,1
580,22,77,95,55,7,1
581,21,95,76,92,8,1
582,19,65,47,94,2,1
583,19,95,46,84,3,1
584,22,69,54,65,4,1
585,24,49,84,81,2,1
586,21,50,70,68,2,1
587,18,47,71,36,2,1
588,23,69,46,86,4,1
589,23,93,74,41,6,1
590,22,55,88,53,2,1
591,24,88,36,49,3,1
592,19,64,84,82,6,1
593,19,82,75,48,5,1
594,23,69,79,37,3,1
595,22,72,43,84,7,1
596,21,65,96,88,8,1
597,19,58,81,40,6,1
598,21,83,39,83,5,1
599,24,66,35,57,5,1
600,19,89,78,54,2,1
601,19,92,56,94,2,1
602,20,37,72,79,4,1
603,19,44,53,95,1,1
604,18,59,65,90,3,1
605,22,95,76,36,4,1
606,22,63,60,79,4,1
607,21,53,47,74,3,1
608,24,77,92,58,8,1
609,19,100,52,63,6,1
610,18,95,37,100,7,1
611,21,77,89,88,3,1
612,20,59,92,87,5,1
613,21,54,97,83,7,1
614,21,82,86,66,8,1
615,19,58,58,95,1,1
616,20,45,43,76,8,1
617,21,89,71,35,6,1
618,18,62,87,97,2,1
619,18,97,58,69,1,1
620,22,93,55,85,1,1
621,20,39,74,79,8,1
622,20,85,96,99,2,1
623,22,55,48,48,1,1
624,21,46,76,37,6,1
625,20,84,84,58,6,1
626,18,38,95,99,6,1
627,18,76,38,82,4,1
628,19,72,51,44,4,1
629,20,59,91,47,6,1
630,21,48,82,48,2,1
631,22,66,78,44,2,1
632,22,45,79,74,3,1
633,21,95,67,57,3,1
634,24,52,65,89,8,1
635,23,61,81,97,6,1
636,19,89,40,76,7,1
637,22,88,68,100,1,1
638,20,55,87,81,1,1
639,19,78,48,86,2,1
640,20,39,50,52,7,0
641,24,75,77,52,1,1
642,18,93,46,58,8,1
643,19,88,53,57,5,1
644,22,56,75,46,4,1
645,19,99,87,57,1,1
646,19,98,63,55,1,1
647,19,38,93,98,3,1
648,23,99,98,68,5,1
649,19,49,58,36,1,0
650,20,56,50,65,4,1
651,18,81,86,53,8,1
652,24,80,40,47,1,1
653,21,48,71,99,2,1
654,19,84,38,40,5,1
655,22,54,72,61,1,1
656,19,84,75,86,7,1
657,22,67,48,82,5,1
658,20,93,85,78,1,1
659,22,77,99,51,4,1
660,21,46,86,72,8,1
661,18,74,64,44,8,1
662,22,54,91,88,4,1
663,22,72,64,40,5,1
664,18,37,76,40,6,1
665,21,62,45,86,3,1
666,19,90,61,49,3,1
667,22,47,58,91,2,1
668,18,100,73,90,6,1
669,20,71,52,41,3,1
670,18,83,79,85,5,1
671,20,100,46,92,3,1
672,21,70,83,98,2,1
673,19,88,65,60,1,1
674,18,60,56,92,3,1
675,24,74,78,65,5,1
676,24,77,98,100,5,1
677,23,56,59,47,2,1
678,22,54,85,52,8,1
679,21,42,41,47,7,0
680,18,63,40,58,2,1
681,24,74,58,91,7,1
682,22,64,53,63,4,1
683,24,89,43,90,4,1
684,18,50,70,88,8,1
685,20,80,74,39,4,1
686,18,96,58,69,7,1
687,23,41,82,53,1,1
688,18,79,97,89,5,1
689,18,93,87,78,8,1
690,23,90,88,72,4,1
691,21,82,76,96,5,1
692,18,61,79,56,2,1
693,23,87,48,74,8,1
694,22,69,63,60,1,1
695,20,85,40,39,2,1
696,20,71,41,88,5,1
697,18,91,71,83,6,1
698,21,42,87,37,7,1
699,21,54,52,72,6,1
700,22,87,72,48,4,1
701,18,46,93,81,6,1
702,20,83,35,48,2,1
703,21,51,78,72,8,1
704,18,98,81,98,7,1
705,24,76,69,78,6,1
706,21,63,94,99,3,1
707,23,53,86,59,1,1
708,24,45,42,50,5,0
709,21,84,75,49,8,1
710,20,92,37,37,7,1
711,19,68,48,71,8,1
712,24,54,60,89,4,1
713,22,84,92,72,2,1
714,22,44,74,97,1,1
715,20,66,85,35,4,1
716,21,86,39,53,2,1
717,18,49,66,86,6,1
718,21,37,35,64,7,0
719,20,71,88,89,5,1
720,22,74,45,48,7,1
721,21,74,87,47,3,1
722,22,90,42,61,8,1
723,24,57,59,43,3,1
724,18,45,74,75,8,1
725,24,98,66,82,7,1
726,22,42,62,46,6,1
727,22,90,37,44,5,1
728,19,94,96,40,1,1
729,19,44,61,68,5,1
730,24,73,79,86,6,1
731,23,62,59,75,2,1
732,24,83,95,40,7,1
733,19,70,78,36,7,1
734,22,47,80,49,7,1
735,20,70,48,51,7,1
736,24,60,42,50,1,1
737,22,38,82,62,3,1
738,20,98,48,44,6,1
739,20,72,99,44,2,1
740,19,56,41,44,6,0
741,24,36,83,62,4,1
742,21,65,89,58,4,1
743,18,45,47,53,4,0
744,19,80,90,90,3,1
745,19,96,90,76,5,1
746,21,98,49,46,1,1
747,18,44,91,52,7,1
748,22,74,92,57,3,1
749,23,58,69,40,8,1
750,24,78,50,87,2,1
751,23,94,42,76,2,1
752,22,96,79,100,4,1
753,19,51,74,64,8,1
754,18,99,88,43,1,1
755,19,91,48,76,4,1
756,20,89,93,68,2,1
757,19,87,87,74,2,1
758,19,90,61,51,7,1
759,22,43,81,63,5,1
760,22,56,40,84,7,1
761,22,47,89,83,5,1
762,23,82,78,95,7,1
763,20,52,52,80,5,1
764,22,74,50,80,4,1
765,18,51,46,51,6,0
766,23,49,54,100,8,1
767,21,49,79,39,1,1
768,18,97,98,88,5,1
769,24,73,93,50,3,1
770,24,47,56,41,5,0
771,18,66,81,42,4,1
772,22,43,63,72,1,1
773,21,74,79,88,5,1
774,21,54,43,49,7,0
775,23,97,58,84,1,1
776,21,78,49,90,3,1
777,24,72,70,43,2,1
778,20,94,47,42,7,1
779,22,82,78,53,1,1
780,21,52,70,85,6,1
781,23,50,95,91,5,1
782,24,89,74,65,7,1
783,20,73,61,37,4,1
784,19,93,35,77,6,1
785,19,96,68,63,8,1
786,20,47,55,44,8,0
787,24,40,67,46,6,1
788,23,94,41,80,4,1
789,20,48,99,64,4,1
790,22,88,37,66,8,1
791,22,38,85,81,4,1
792,19,73,88,97,6,1
793,21,59,93,60,1,1
794,23,66,40,37,4,0
795,19,93,63,57,2,1
796,21,97,51,84,6,1
797,21,72,94,70,6,1
798,22,87,56,47,6,1
799,24,62,58,63,3,1
800,18,37,85,72,1,1
801,24,56,84,39,1,1
802,18,72,45,54,4,1
803,20,96,90,48,6,1
804,22,91,76,42,7,1
805,21,40,73,82,6,1
806,23,66,82,47,4,1
807,18,44,91,58,1,1
808,24,37,55,99,8,1
809,21,93,54,68,4,1
810,18,83,49,85,8,1
811,18,93,85,37,4,1
812,18,65,96,92,4,1
813,23,96,71,89,4,1
814,22,86,40,76,4,1
815,23,75,60,55,5,1
816,19,65,42,44,5,1
817,21,56,38,91,6,1
818,22,38,55,59,6,1
819,22,47,65,90,7,1
820,22,79,55,72,7,1
821,24,76,59,95,5,1
822,22,83,49,81,1,1
823,23,54,69,88,3,1
824,22,88,83,80,1,1
825,20,70,77,38,7,1
826,21,35,75,100,6,1
827,22,49,71,77,5,1
828,21,51,91,96,1,1
829,20,58,76,38,3,1
830,20,92,81,99,8,1
831,21,57,95,96,4,1
832,18,80,48,36,2,1
833,19,42,87,43,5,1
834,24,93,68,91,5,1
835,18,93,58,79,3,1
836,18,47,54,52,4,1
837,23,73,64,82,4,1
838,24,62,41,76,2,1
839,24,95,70,75,8,1
840,18,50,72,92,4,1
841,22,36,86,76,8,1
842,23,51,49,69,3,1
843,23,64,80,72,8,1
844,20,47,57,75,6,1
845,24,47,46,84,4,1
846,18,77,78,79,6,1
847,20,55,49,53,7,1
848,21,89,83,51,7,1
849,19,74,55,99,6,1
850,23,49,49,90,3,1
851,21,86,48,75,5,1
852,21,87,76,76,5,1
853,22,86,49,40,5,1
854,19,64,97,74,1,1
855,21,67,61,75,5,1
856,21,91,87,43,3,1
857,19,86,86,42,2,1
858,19,43,97,78,7,1
859,21,88,87,92,4,1
860,19,35,91,47,5,1
861,21,78,86,53,1,1
862,21,43,77,83,7,1
863,22,66,41,64,8,1
864,18,49,76,100,7,1
865,21,46,38,93,6,1
866,20,91,39,87,1,1
867,23,42,75,86,3,1
868,24,61,38,65,2,1
869,18,96,36,49,5,1
870,18,46,55,54,5,1
871,18,99,77,39,1,1
872,22,76,43,41,8,1
873,21,96,62,52,3,1
874,22,45,60,90,1,1
875,21,77,37,79,1,1
876,22,51,83,62,2,1
877,22,66,51,84,3,1
878,23,74,97,36,2,1
879,20,57,89,58,3,1
880,22,90,57,82,5,1
881,23,40,68,79,4,1
882,19,84,49,92,6,1
883,20,71,81,70,4,1
884,22,98,37,36,8,1
885,24,88,62,52,8,1
886,18,83,37,83,7,1
887,19,45,38,42,3,0
888,19,83,65,92,4,1
889,23,55,79,49,1,1
890,19,100,93,51,5,1
891,20,97,79,57,8,1
892,22,62,71,100,6,1
893,22,51,99,61,6,1
894,24,40,43,71,7,1
895,18,53,51,83,6,1
896,23,90,99,98,5,1
897,18,62,37,68,4,1
898,19,100,60,52,6,1
899,24,72,87,98,8,1
900,18,71,65,78,6,1
901,20,83,60,51,3,1
902,22,77,57,93,1,1
903,19,70,64,47,3,1
904,24,92,44,86,4,1
905,18,47,98,94,5,1
906,23,86,56,76,5,1
907,20,92,49,98,3,1
908,20,66,90,100,2,1
909,18,94,54,68,3,1
910,22,92,81,98,8,1
911,18,90,87,67,2,1
912,19,62,87,46,7,1
913,18,35,35,53,3,0
914,20,76,36,43,2,1
915,24,82,92,51,2,1
916,18,74,53,84,6,1
917,22,97,96,73,7,1
918,24,38,46,75,6,1
919,23,72,60,44,2,1
920,21,61,61,46,2,1
921,18,43,63,49,1,1
922,22,50,49,62,8,1
923,24,90,80,38,2,1
924,22,65,35,70,8,1
925,23,48,94,99,6,1
926,20,59,91,81,2,1
927,22,68,37,73,5,1
928,24,58,52,72,1,1
929,22,60,86,78,2,1
930,22,54,94,85,6,1
931,22,98,68,60,6,1
932,19,44,94,70,4,1
933,19,58,60,35,6,1
934,20,39,53,87,8,1
935,18,92,56,40,1,1
936,22,61,67,71,8,1
937,23,49,72,36,6,1
938,18,69,69,75,5,1
939,23,87,44,85,3,1
940,18,78,49,81,5,1
941,20,60,45,47,7,1
942,22,81,58,100,8,1
943,22,68,38,93,5,1
944,21,84,47,93,1,1
945,23,46,91,44,1,1
946,18,38,71,47,4,1
947,18,82,82,36,6,1
948,19,89,35,49,4,1
949,21,35,94,80,1,1
950,24,100,46,91,6,1
951,24,64,55,44,1,1
952,19,37,45,56,1,0
953,19,55,78,42,3,1
954,19,83,92,55,5,1
955,23,96,78,56,4,1
956,23,72,68,79,8,1
957,20,49,59,74,4,1
958,20,86,38,56,2,1
959,19,80,98,64,7,1
960,21,59,50,96,3,1
961,18,55,44,79,1,1
962,23,39,100,69,1,1
963,21,81,69,76,3,1
964,22,52,40,39,6,0
965,23,55,53,61,4,1
966,23,57,93,96,1,1
967,20,98,87,66,7,1
968,18,74,42,42,2,1
969,18,44,44,52,4,0
970,24,86,72,49,5,1
971,24,95,63,60,8,1
972,24,98,49,87,8,1
973,24,39,57,78,7,1
974,22,87,80,66,3,1
975,22,89,62,62,4,1
976,23,71,60,73,8,1
977,19,90,44,66,5,1
978,20,93,81,52,2,1
979,20,93,38,45,6,1
980,24,36,89,66,8,1
981,23,99,100,54,3,1
982,21,94,41,74,6,1
983,19,85,89,42,8,1
984,23,64,65,69,7,1
985,19,45,53,55,1,1
986,19,73,62,58,6,1
987,19,97,62,51,1,1
988,23,98,53,52,7,1
989,24,95,54,46,8,1
990,20,88,47,50,5,1
991,20,92,77,38,4,1
992,24,90,45,68,2,1
993,19,68,82,80,5,1
994,21,65,49,65,2,1
